OPR Job Code,OPR Job Title,OPR Job Rating,OPR Field Code,OPR Field Title,OPR Field Rating,Soc Code,ONET SOC 2018 Title,ONET SOC 2010 Code,ONET SOC 2010 Title,Census Code 1980,Census Title 1980,GSS Ratings 1989,Census Code 2010,Census Titles 2010,GSS Ratings 2012
645,Solar Thermal Installer and/or Technician,52.32,600,ConstructionExtraction,42.18,47-4099,"Construction and Related Workers, All Other",47-4099.02,Solar Thermal Installers and Technicians,235,"Technicians, n.e.c.",40.85,NA,NA,NA
646,Structural Iron and Steel Worker,44.03,600,ConstructionExtraction,42.18,47-2221,Structural Iron and Steel Workers,47-2221.00,Structural Iron and Steel Workers,597,Structural Metal Workers,42.96,6530,Structural iron and steel workers,4.8
647,Supervisor/Manager of Construction and/or Extraction Workers,51.16,600,ConstructionExtraction,42.18,47-1011,First-Line Supervisors of Construction Trades and Extrac…,47-1011.00,First-Line Supervisors of Construction Trades and Extrac…,613,"Supervisors, Extractive Occupations",44.07,6200,First-line supervisors of construction trades and extraction workers,4.83
648,Taper,29.06,600,ConstructionExtraction,42.18,47-2082,Tapers,47-2082.00,Tapers,869,Construction Laborers,36.43,NA,NA,NA
649,Weatherization Installer and/or Technician,45.45,600,ConstructionExtraction,42.18,47-4099,"Construction and Related Workers, All Other",47-4099.03,Weatherization Installers and Technicians,235,"Technicians, n.e.c.",40.85,NA,NA,NA
650,Other - Construction and Related Work,38.21,600,ConstructionExtraction,42.18,47-4099,"Construction and Related Workers, All Other",47-4099.00,"Construction and Related Workers, All Other",599,"Construction Trades, n.e.c.",35.67,NA,NA,NA
651,Other - Construction Equipment Operator,37.17,600,ConstructionExtraction,42.18,47-2073,Operating Engineers and Other Construction Equipment Ope…,47-2073.00,Operating Engineers and Other Construction Equipment Ope…,779,"Machine Operators, Not Specified",32.84,6320,Operating engineers and other construction equipment operators,4.4
652,Other - Extraction Worker,40.46,600,ConstructionExtraction,42.18,47-5099,"Extraction Workers, All Other",47-5099.00,"Extraction Workers, All Other",600,Extractive Occupations,39.53,6940,Other extraction workers,3.6
653,Other - Helper,32.07,600,ConstructionExtraction,42.18,47-3019,"Helpers, Construction Trades, All Other",47-3019.00,"Helpers, Construction Trades, All Other",600,Extraction Apprentice,39.53,6600,"Helpers, construction trades",3.3
654,Other - Mining Worker,39.78,600,ConstructionExtraction,42.18,NA,NA,NA,NA,617,"Mining Occupations, n.e.c.",28.76,NA,NA,NA
655,Other - Oil and Gas Worker,42.7,600,ConstructionExtraction,42.18,47-5013,"Service Unit Operators, Oil and Gas",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",614,"Drillers, Oil Well",41.5,NA,NA,NA
701,Adaptive Physical Education Specialist,63.51,700,EduTrainingLibrarySvcs,58.24,25-2059,"Special Education Teachers, All Other",25-2059.01,Adapted Physical Education Specialists,138,Physical Education Teachers,73.51,NA,NA,NA
702,"Adult Literacy, Remedial Education, and/or GED Teacher and/or Instructor",59.52,700,EduTrainingLibrarySvcs,58.24,25-3011,"Adult Basic Education, Adult Secondary Education, and En…",25-3011.00,Adult Basic and Secondary Education and Literacy Teacher…,159,"Teachers, n.e.c.",45.73,NA,NA,NA
703,Archivist,56.17,700,EduTrainingLibrarySvcs,58.24,25-4011,Archivists,25-4011.00,Archivists,165,Archivists and Curators,52.04,2400,"Archivists, curators, and museum technicians",5.4
704,Audio-Visual Collections Specialist,52.01,700,EduTrainingLibrarySvcs,58.24,25-4022,Librarians and Media Collections Specialists,25-9011.00,Audio-Visual and Multimedia Collections Specialists,40,Professional Specialty Occupations ,64.38,NA,NA,NA
705,Curator,66.1,700,EduTrainingLibrarySvcs,58.24,NA,NA,NA,NA,165,Archivists and Curators,52.04,NA,NA,NA
706,Elementary School Teacher (except Special Education),57.35,700,EduTrainingLibrarySvcs,58.24,25-2021,"Elementary School Teachers, Except Special Education",25-2021.00,"Elementary School Teachers, Except Special Education",156,"Teachers, Elementary School",64.08,2310,Elementary and middle school teachers,5.8
707,Farm and/or Home Management Advisor,51.41,700,EduTrainingLibrarySvcs,58.24,25-9021,Farm and Home Management Educators,25-9021.00,Farm and Home Management Advisors,230,"Service Occupations, Except Protective and Household ",30.93,NA,NA,NA
708,Graduate Teaching Assistant,52.11,700,EduTrainingLibrarySvcs,58.24,25-9044,"Teaching Assistants, Postsecondary",25-1191.00,Graduate Teaching Assistants,290,"Administrative Support Occupations, Including Clerical ",38.16,NA,NA,NA
709,Instructional Coordinator,55.11,700,EduTrainingLibrarySvcs,58.24,25-9031,Instructional Coordinators,25-9031.00,Instructional Coordinators,2,"Executive, Administrative, and Managerial Occupations",53.52,NA,NA,NA
710,Instructional Designer and/or Technologist,61.45,700,EduTrainingLibrarySvcs,58.24,25-9031,Instructional Coordinators,25-9031.01,Instructional Designers and Technologists,40,Professional Specialty Occupations ,64.38,NA,NA,NA
711,Kindergarten Teacher (except Special Education),55.35,700,EduTrainingLibrarySvcs,58.24,25-2012,"Kindergarten Teachers, Except Special Education",25-2012.00,"Kindergarten Teachers, Except Special Education",155,"Teachers, Prekindergarten and Kindergarten",54.93,NA,NA,NA
712,Librarian,47.62,700,EduTrainingLibrarySvcs,58.24,25-4022,Librarians and Media Collections Specialists,25-4021.00,Librarians,164,Librarians,54.42,2430,Librarians,5.4
713,Library Technician,47.74,700,EduTrainingLibrarySvcs,58.24,25-4031,Library Technicians,25-4031.00,Library Technicians,235,Technicians,40.85,2440,Library technicians,3.9
714,Middle School Teacher (except Special and Vocational Education),55.37,700,EduTrainingLibrarySvcs,58.24,25-2022,"Middle School Teachers, Except Special and Career/Techni…",25-2022.00,"Middle School Teachers, Except Special and Career/Techni…",156,"Teachers, Elementary School",64.08,NA,NA,NA
715,Museum Technician and/or Conservator,61.32,700,EduTrainingLibrarySvcs,58.24,25-4013,Museum Technicians and Conservators,25-4013.00,Museum Technicians and Conservators,235,Technicians,40.85,NA,NA,NA
716,Postsecondary Teacher - Agricultural Sciences,63.09,700,EduTrainingLibrarySvcs,58.24,25-1041,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",136,Agriculture and Forestry Teachers,73.51,NA,NA,NA
717,Postsecondary Teacher - Anthropology and/or Archeology,67.69,700,EduTrainingLibrarySvcs,58.24,25-1061,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
718,Postsecondary Teacher - Architecture,69.37,700,EduTrainingLibrarySvcs,58.24,25-1031,"Architecture Teachers, Postsecondary",25-1031.00,"Architecture Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
719,"Postsecondary Teacher - Area, Ethnic and/or Cultural Studies",56.48,700,EduTrainingLibrarySvcs,58.24,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postseconda…",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postseconda…",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
720,"Postsecondary Teacher - Art, Drama and/or Music",58.21,700,EduTrainingLibrarySvcs,58.24,25-1121,"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",137,"Art, Drama, and Music Teachers",73.51,NA,NA,NA
721,"Postsecondary Teacher - Atmospheric, Earth, Marine and/or Space Sciences",70.11,700,EduTrainingLibrarySvcs,58.24,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers,…",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers,…",113,"Earth, Environmental, and Marine Science Teachers",73.51,NA,NA,NA
722,Postsecondary Teacher - Biological Science,65.2,700,EduTrainingLibrarySvcs,58.24,25-1042,"Biological Science Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",114,Biological Science Teachers,73.51,NA,NA,NA
723,Postsecondary Teacher - Business,62.62,700,EduTrainingLibrarySvcs,58.24,25-1011,"Business Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",135,"Business, Commerce, and Marketing Teachers",73.51,NA,NA,NA
724,Postsecondary Teacher - Chemistry,66.52,700,EduTrainingLibrarySvcs,58.24,25-1052,"Chemistry Teachers, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary",115,Chemistry Teachers,73.51,NA,NA,NA
725,Postsecondary Teacher - Communications,59.52,700,EduTrainingLibrarySvcs,58.24,25-1122,"Communications Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
726,Postsecondary Teacher - Computer Science,66.56,700,EduTrainingLibrarySvcs,58.24,25-1021,"Computer Science Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",129,Computer Science Teachers,73.51,NA,NA,NA
727,Postsecondary Teacher - Criminal Justice and/or Law Enforcement,63.38,700,EduTrainingLibrarySvcs,58.24,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecon…",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecon…",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
728,Postsecondary Teacher - Economics,62.38,700,EduTrainingLibrarySvcs,58.24,25-1063,"Economics Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",119,Economics Teachers,73.51,NA,NA,NA
729,Postsecondary Teacher - Education,63.36,700,EduTrainingLibrarySvcs,58.24,25-1081,"Education Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",139,Education Teachers,73.51,NA,NA,NA
730,Postsecondary Teacher - Engineering,73.42,700,EduTrainingLibrarySvcs,58.24,25-1032,"Engineering Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",127,Engineering Teachers,73.51,NA,NA,NA
731,Postsecondary Teacher - English Language and/or Literature,59.73,700,EduTrainingLibrarySvcs,58.24,25-1123,"English Language and Literature Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",143,English Teachers,73.51,NA,NA,NA
732,Postsecondary Teacher - Environmental Science,64.15,700,EduTrainingLibrarySvcs,58.24,25-1053,"Environmental Science Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",113,"Earth, Environmental, and Marine Science Teachers",73.51,NA,NA,NA
733,Postsecondary Teacher - Foreign Language and/or Literature,63.45,700,EduTrainingLibrarySvcs,58.24,25-1124,"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",144,Foreign Language Teachers,73.51,NA,NA,NA
734,Postsecondary Teacher - Forestry and/or Conservation Science,61.18,700,EduTrainingLibrarySvcs,58.24,25-1043,"Forestry and Conservation Science Teachers, Postsecondar…",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondar…",136,Agriculture and Forestry Teachers,73.51,NA,NA,NA
735,Postsecondary Teacher - Geography,56.45,700,EduTrainingLibrarySvcs,58.24,25-1064,"Geography Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
736,Postsecondary Teacher - Health Specialties,66.23,700,EduTrainingLibrarySvcs,58.24,25-1071,"Health Specialties Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",134,Health Specialties Teachers,73.51,NA,NA,NA
737,Postsecondary Teacher - History,64.31,700,EduTrainingLibrarySvcs,58.24,25-1125,"History Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",123,History Teachers,73.51,NA,NA,NA
738,Postsecondary Teacher - Home Economics,52.93,700,EduTrainingLibrarySvcs,58.24,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",25-1192.00,"Home Economics Teachers, Postsecondary",149,Home Economics Teachers,73.51,NA,NA,NA
739,Postsecondary Teacher - Law,72.5,700,EduTrainingLibrarySvcs,58.24,25-1112,"Law Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",145,Law Teachers,73.51,NA,NA,NA
740,Postsecondary Teacher - Library Science,56.56,700,EduTrainingLibrarySvcs,58.24,25-1082,"Library Science Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
741,Postsecondary Teacher - Mathematical Science,67.33,700,EduTrainingLibrarySvcs,58.24,25-1022,"Mathematical Science Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",128,Mathematical Science Teachers,73.51,NA,NA,NA
742,Postsecondary Teacher - Nursing,64.73,700,EduTrainingLibrarySvcs,58.24,25-1072,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",133,Medical Science Teachers,73.51,NA,NA,NA
743,Postsecondary Teacher - Other,58.14,700,EduTrainingLibrarySvcs,58.24,25-1199,"Postsecondary Teachers, All Other",25-1199.00,"Postsecondary Teachers, All Other",154,"Postsecondary Teachers, Subject Not Specified",73.51,2200,Postsecondary teachers,6.81
744,Postsecondary Teacher - Philosophy or Religion,59.56,700,EduTrainingLibrarySvcs,58.24,25-1126,"Philosophy and Religion Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",147,Theology Teachers,73.51,NA,NA,NA
745,Postsecondary Teacher - Physics,71.36,700,EduTrainingLibrarySvcs,58.24,25-1054,"Physics Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",116,Physics Teachers,73.51,NA,NA,NA
746,Postsecondary Teacher - Political Science,63.68,700,EduTrainingLibrarySvcs,58.24,25-1065,"Political Science Teachers, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary",124,Political Science Teachers,73.51,NA,NA,NA
747,Postsecondary Teacher - Psychology,67.63,700,EduTrainingLibrarySvcs,58.24,25-1066,"Psychology Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",118,Psychology Teachers,73.51,NA,NA,NA
748,Postsecondary Teacher - Recreation and Fitness Studies,49.44,700,EduTrainingLibrarySvcs,58.24,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",138,Physical Education Teachers,73.51,NA,NA,NA
749,Postsecondary Teacher - Social Sciences,59.51,700,EduTrainingLibrarySvcs,58.24,25-1069,"Social Sciences Teachers, Postsecondary, All Other",25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",126,"Social Science Teachers, n.e.c.",73.51,NA,NA,NA
750,Postsecondary Teacher - Social Work,55.37,700,EduTrainingLibrarySvcs,58.24,25-1113,"Social Work Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",146,Social Work Teachers,73.51,NA,NA,NA
751,Postsecondary Teacher - Sociology,64,700,EduTrainingLibrarySvcs,58.24,25-1067,"Sociology Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",125,Sociology Teachers,73.51,NA,NA,NA
752,Postsecondary Teacher - Vocational Education,56.36,700,EduTrainingLibrarySvcs,58.24,25-1194,"Career/Technical Education Teachers, Postsecondary",25-1194.00,"Vocational Education Teachers, Postsecondary",153,"Teachers, Postsecondary, n.e.c.",73.51,NA,NA,NA
753,Preschool Teacher (except Special Education),54.85,700,EduTrainingLibrarySvcs,58.24,25-2011,"Preschool Teachers, Except Special Education",25-2011.00,"Preschool Teachers, Except Special Education",155,"Teachers, Prekindergarten and Kindergarten",54.93,2300,Preschool and kindergarten teachers,5.3
754,Secondary School Teacher (except Special and Vocational Education),57.51,700,EduTrainingLibrarySvcs,58.24,25-2031,"Secondary School Teachers, Except Special and Career/Tec…",25-2031.00,"Secondary School Teachers, Except Special and Career/Tec…",157,"Teachers, Secondary School",66.37,2320,Secondary school teachers,6.1
755,Self-Enrichment Education Teacher,55.08,700,EduTrainingLibrarySvcs,58.24,25-3021,Self-Enrichment Teachers,25-3021.00,Self-Enrichment Education Teachers,159,"Teachers, n.e.c.",45.73,NA,NA,NA
756757758,NA,NA,NA,NA,NA,25-2059,"Special Education Teachers, All Other",25-2059.00,"Special Education Teachers, All Other",NA,NA,NA,NA,Special education teachers,5.8
756,Special Education Teacher - Middle School,57.56,700,EduTrainingLibrarySvcs,58.24,25-2057,"Special Education Teachers, Middle School",25-2053.00,"Special Education Teachers, Middle School",158,"Teachers, Special Education",65.06,2330,NA,NA
757,"Special Education Teacher - Preschool, Kindergarten, and Elementary School",57.49,700,EduTrainingLibrarySvcs,58.24,25-2051,"Special Education Teachers, Preschool",25-2051.00,"Special Education Teachers, Preschool",158,"Teachers, Special Education",65.06,NA,NA,NA
757,"Special Education Teacher - Preschool, Kindergarten, and Elementary School",57.49,700,EduTrainingLibrarySvcs,58.24,25-2055,"Special Education Teachers, Kindergarten",25-2052.00,"Special Education Teachers, Kindergarten and Elementary …",158,"Teachers, Special Education",65.06,NA,NA,NA
757,"Special Education Teacher - Preschool, Kindergarten, and Elementary School",57.49,700,EduTrainingLibrarySvcs,58.24,25-2056,"Special Education Teachers, Elementary School",25-2052.00,"Special Education Teachers, Kindergarten and Elementary …",158,"Teachers, Special Education",65.06,NA,NA,NA
758,Special Education Teacher - Secondary School,54.9,700,EduTrainingLibrarySvcs,58.24,25-2058,"Special Education Teachers, Secondary School",25-2054.00,"Special Education Teachers, Secondary School",158,"Teachers, Special Education",65.06,NA,NA,NA
759,Teacher Assistant,41.19,700,EduTrainingLibrarySvcs,58.24,25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and …",25-9041.00,Teacher Assistants,387,Teachers' Aides,43.06,2540,Teacher assistants,4.9
759,Teacher Assistant,41.19,700,EduTrainingLibrarySvcs,58.24,25-9043,"Teaching Assistants, Special Education",25-9041.00,Teacher Assistants,387,Teachers' Aides,43.06,2540,NA,NA
759,Teacher Assistant,41.19,700,EduTrainingLibrarySvcs,58.24,25-9049,"Teaching Assistants, All Other",25-9041.00,Teacher Assistants,387,Teachers' Aides,43.06,2540,NA,NA
760,Tutor,49.59,700,EduTrainingLibrarySvcs,58.24,25-3041,Tutors,25-3099.02,Tutors,290,"Administrative Support Occupations, Including Clerical ",38.16,NA,NA,NA
761,Vocational Education Teacher - Middle School,52.33,700,EduTrainingLibrarySvcs,58.24,25-2023,"Career/Technical Education Teachers, Middle School",25-2023.00,"Career/Technical Education Teachers, Middle School",156,"Teachers, Elementary School",64.08,NA,NA,NA
762,Vocational Education Teacher - Secondary School,55.16,700,EduTrainingLibrarySvcs,58.24,25-2032,"Career/Technical Education Teachers, Secondary School",25-2032.00,"Career/Technical Education Teachers, Secondary School",157,"Teachers, Secondary School",66.37,NA,NA,NA
763,"Other - Education, Training, or Library Worker",51.98,700,EduTrainingLibrarySvcs,58.24,25-9099,"Educational Instruction and Library Workers, All Other",25-9099.00,"Education, Training, and Library Workers, All Other",159,"Teachers, n.e.c.",45.73,2550,"Other education, training, and library workers",5
764,Other - Teacher and/or Instructor,59.29,700,EduTrainingLibrarySvcs,58.24,25-3031,"Substitute Teachers, Short-Term",25-3099.00,"Teachers and Instructors, All Other",159,"Teachers, n.e.c.",45.73,2340,Other teachers and instructors,4.2
764,Other - Teacher and/or Instructor,59.29,700,EduTrainingLibrarySvcs,58.24,25-3041,Tutors,25-3099.00,"Teachers and Instructors, All Other",159,"Teachers, n.e.c.",45.73,2340,NA,NA
764,Other - Teacher and/or Instructor,59.29,700,EduTrainingLibrarySvcs,58.24,25-3099,"Teachers and Instructors, All Other",25-3099.00,"Teachers and Instructors, All Other",159,"Teachers, n.e.c.",45.73,2340,NA,NA
801,Aerospace Engineer,83.83,800,EngineeringArchitecture,79.12,17-2011,Aerospace Engineers,17-2011.00,Aerospace Engineers,44,Aerospace Engineers,71.6,1320,Aerospace engineers,6.9
802,Aerospace Engineering and Operations Technician,84.13,800,EngineeringArchitecture,79.12,17-3021,Aerospace Engineering and Operations Technologists and T…,17-3021.00,Aerospace Engineering and Operations Technicians,44,Aerospace Engineers,71.6,NA,NA,NA
803,Agricultural Engineer,65.83,800,EngineeringArchitecture,79.12,17-2021,Agricultural Engineers,17-2021.00,Agricultural Engineers,54,Agricultural Engineers,59.54,1330,Agricultural engineers,6.3
804,Architect,75.6,800,EngineeringArchitecture,79.12,17-1011,"Architects, Except Landscape and Naval",17-1011.00,"Architects, Except Landscape and Naval",43,Architects,73.15,1300,"Architects, except naval",6.7
805,Architectural and/or Civil Drafter,68.37,800,EngineeringArchitecture,79.12,17-3011,Architectural and Civil Drafters,17-3011.00,Architectural and Civil Drafters,217,Drafting Occupations,51.49,1540,Drafters,4.8
805,Architectural and/or Civil Drafter,68.37,800,EngineeringArchitecture,79.12,17-3011,Architectural and Civil Drafters,17-3011.01,Architectural Drafters,217,Drafting Occupations,51.49,NA,NA,NA
805,Architectural and/or Civil Drafter,68.37,800,EngineeringArchitecture,79.12,17-3011,Architectural and Civil Drafters,17-3011.02,Civil Drafters,217,Drafting Occupations,51.49,NA,NA,NA
806,Automotive Engineer,65.58,800,EngineeringArchitecture,79.12,17-2141,Mechanical Engineers,17-2141.02,Automotive Engineers,59,Engineers,70.69,NA,NA,NA
807,Automotive Engineering Technician,56.31,800,EngineeringArchitecture,79.12,17-3027,Mechanical Engineering Technologists and Technicians,17-3027.01,Automotive Engineering Technicians,235,Technicians,40.85,NA,NA,NA
808,Biochemical Engineer,80.51,800,EngineeringArchitecture,79.12,17-2199,"Engineers, All Other",17-2199.01,Biochemical Engineers,83,Medical Scientists,64.27,NA,NA,NA
809,Biomedical Engineer,80.9,800,EngineeringArchitecture,79.12,17-2031,Bioengineers and Biomedical Engineers,17-2031.00,Biomedical Engineers,83,Medical Scientists,64.27,1340,Biomedical engineers,6.9
810,Cartographer and/or Photogrammetrist,66.58,800,EngineeringArchitecture,79.12,17-1021,Cartographers and Photogrammetrists,17-1021.00,Cartographers and Photogrammetrists,63,Surveyors and Mapping Scientists,51.35,NA,NA,NA
811,Chemical Engineer,75.36,800,EngineeringArchitecture,79.12,17-2041,Chemical Engineers,17-2041.00,Chemical Engineers,48,Chemical Engineers,73.3,1350,Chemical engineers,6.5
812,Civil Engineer,73.1,800,EngineeringArchitecture,79.12,17-2051,Civil Engineers,17-2051.00,Civil Engineers,53,Civil Engineers,68.81,1360,Civil engineers,6.2
813,Civil Engineering Technician,70.77,800,EngineeringArchitecture,79.12,17-3022,Civil Engineering Technologists and Technicians,17-3022.00,Civil Engineering Technicians,235,Technicians,40.85,NA,NA,NA
814,Computer Hardware Engineer,69.67,800,EngineeringArchitecture,79.12,17-2061,Computer Hardware Engineers,17-2061.00,Computer Hardware Engineers,64,Computer Systems Analysts and Scientists,73.7,1400,Computer hardware engineers,6.5
815,Drafter,49.21,800,EngineeringArchitecture,79.12,17-3019,"Drafters, All Other",17-3019.00,"Drafters, All Other",217,Drafting Occupations,51.49,NA,NA,NA
816,Electrical and/or Electronic Engineering Technician,65.85,800,EngineeringArchitecture,79.12,17-3023,Electrical and Electronic Engineering Technologists and …,17-3023.00,Electrical and Electronic Engineering Technicians,213,Electrical and Electronic Technicians,59.88,NA,NA,NA
816,Electrical and/or Electronic Engineering Technician,65.85,800,EngineeringArchitecture,79.12,17-3023,Electrical and Electronic Engineering Technologists and …,17-3023.01,Electronics Engineering Technicians,213,Electrical and Electronic Technicians,59.88,NA,NA,NA
816,Electrical and/or Electronic Engineering Technician,65.85,800,EngineeringArchitecture,79.12,17-3023,Electrical and Electronic Engineering Technologists and …,17-3023.03,Electrical Engineering Technicians,213,Electrical and Electronic Technicians,59.88,NA,NA,NA
816,Electrical and/or Electronic Engineering Technician,65.85,800,EngineeringArchitecture,79.12,17-3023,Electrical and Electronic Engineering Technologists and …,17-3029.02,Electrical Engineering Technologists,213,Electrical and Electronic Technicians,59.88,NA,NA,NA
816,Electrical and/or Electronic Engineering Technician,65.85,800,EngineeringArchitecture,79.12,17-3023,Electrical and Electronic Engineering Technologists and …,17-3029.04,Electronics Engineering Technologists,213,Electrical and Electronic Technicians,59.88,NA,NA,NA
817,Electrical and/or Electronics Drafter,59.31,800,EngineeringArchitecture,79.12,17-3012,Electrical and Electronics Drafters,17-3012.00,Electrical and Electronics Drafters,217,Drafting Occupations,51.49,NA,NA,NA
817,Electrical and/or Electronics Drafter,59.31,800,EngineeringArchitecture,79.12,17-3012,Electrical and Electronics Drafters,17-3012.01,Electronic Drafters,217,Drafting Occupations,51.49,NA,NA,NA
817,Electrical and/or Electronics Drafter,59.31,800,EngineeringArchitecture,79.12,17-3012,Electrical and Electronics Drafters,17-3012.02,Electrical Drafters,217,Drafting Occupations,51.49,NA,NA,NA
818,Electrical Engineers,71.37,800,EngineeringArchitecture,79.12,17-2071,Electrical Engineers,17-2071.00,Electrical Engineers,55,Electrical and Electronic Engineers,64.19,1410,Electrical and electronics engineers,6.7
819,Electro-Mechanical Technician,64.11,800,EngineeringArchitecture,79.12,17-3024,Electro-Mechanical and Mechatronics Technologists and Te…,17-3024.00,Electro-Mechanical Technicians,235,Technicians,40.85,NA,NA,NA
819,Electro-Mechanical Technician,64.11,800,EngineeringArchitecture,79.12,17-3024,Electro-Mechanical and Mechatronics Technologists and Te…,17-3029.03,Electromechanical Engineering Technologists,235,Technicians,40.85,NA,NA,NA
820,Electronics Engineer,72.74,800,EngineeringArchitecture,79.12,17-2072,"Electronics Engineers, Except Computer",17-2072.00,"Electronics Engineers, Except Computer",55,Electrical and Electronic Engineers,64.19,NA,NA,NA
821,Energy Engineer,72.79,800,EngineeringArchitecture,79.12,17-2199,"Engineers, All Other",17-2199.03,Energy Engineers,59,Engineers,70.69,NA,NA,NA
822,Environmental Engineer,69.26,800,EngineeringArchitecture,79.12,17-2081,Environmental Engineers,17-2081.00,Environmental Engineers,59,Engineers,70.69,1420,Environmental engineers,5.8
823,Environmental Engineering Technician,64.93,800,EngineeringArchitecture,79.12,17-3025,Environmental Engineering Technologists and Technicians,17-3025.00,Environmental Engineering Technicians,235,Technicians,40.85,NA,NA,NA
824,Fire-Prevention and Protection Engineer,64.29,800,EngineeringArchitecture,79.12,17-2111,"Health and Safety Engineers, Except Mining Safety Engine…",17-2111.02,Fire-Prevention and Protection Engineers,416,Fire Inspection and Fire Prevention Occupations,60.42,NA,NA,NA
825,Fuel Cell Engineer,68.45,800,EngineeringArchitecture,79.12,17-2141,Mechanical Engineers,17-2141.01,Fuel Cell Engineers,59,Engineers,70.69,NA,NA,NA
826,Fuel Cell Technician,57.39,800,EngineeringArchitecture,79.12,17-3029,"Engineering Technologists and Technicians, Except Drafte…",17-3029.10,Fuel Cell Technicians,235,Technicians,40.85,NA,NA,NA
827,Geodetic Surveyor,67.55,800,EngineeringArchitecture,79.12,17-1022,Surveyors,17-1022.01,Geodetic Surveyors,40,Professional Specialty Occupations ,64.38,NA,NA,NA
828,Health and Safety Engineer,58.92,800,EngineeringArchitecture,79.12,17-2111,"Health and Safety Engineers, Except Mining Safety Engine…",17-2111.00,"Health and Safety Engineers, Except Mining Safety Engine…",59,Engineers,70.69,NA,NA,NA
829,Human Factors Engineer and Ergonomist,66.78,800,EngineeringArchitecture,79.12,17-2112,Industrial Engineers,17-2112.01,Human Factors Engineers and Ergonomists,59,Engineers,70.69,NA,NA,NA
830,Industrial Engineering Technicians,65.94,800,EngineeringArchitecture,79.12,17-3026,Industrial Engineering Technologists and Technicians,17-3026.00,Industrial Engineering Technicians,235,Technicians,40.85,NA,NA,NA
830,Industrial Engineering Technicians,65.94,800,EngineeringArchitecture,79.12,17-3026,Industrial Engineering Technologists and Technicians,17-3029.05,Industrial Engineering Technologists,235,Technicians,40.85,NA,NA,NA
831,Industrial Engineers,68.17,800,EngineeringArchitecture,79.12,17-2112,Industrial Engineers,17-2112.00,Industrial Engineers,56,Industrial Engineers,62.26,1430,"Industrial engineers, including health and safety",6
